"PlotNo","restoration","binomial_name","Family","Genus","Species","DBH.mm","Height_m","species_origin"
"9D","NR","Diospyros macrophylla","EBENACEAE","Diospyros","macrophylla",276,18.9,"CP"
"9D","NR","Nephelium ramboutan-ake","SAPINDACEAE","Nephelium","ramboutan-ake",137,10.8,"CP"
"9D","NR","Diospyros macrophylla","EBENACEAE","Diospyros","macrophylla",192,19.8,"CP"
"9D","NR","Sympetalandra unijug","FABACEAE","Sympetalandra","unijug",139,10.2,"CP"
"9D","NR","Parashorea tomentella","DIPTEROCARPACEAE","Parashorea","tomentella",123,11.8,"CP"
"9D","NR","Lophopetalum javanicum","CELASTRACEAE","Lophopetalum","javanicum",246,18.9,"CP"
"9D","NR","Unknown unknown mixed","SAPINDACEAE","Unknown","unknown mixed",227,20.1,"CP"
"9D","NR","Canarium denticulatum","BURSERACEAE","Canarium","denticulatum",137,9.8,"CP"
"9D","NR","Brownlowia peltata","MALVACEAE","Brownlowia","peltata",127,6.1,"CP"
"9D","NR","Unknown unknown mixed","MELIACEAE","Unknown","unknown mixed",1125,56,"CP"
"9D","NR","Paranephelium macrophyllum","SAPINDACEAE","Paranephelium","macrophyllum",187,18.6,"CP"
"9D","NR","Parashorea malaanonan","DIPTEROCARPACEAE","Parashorea","malaanonan",1061,57.1,"CP"
"9D","NR","Vitex pinnata","LAMIACEAE","Vitex","pinnata",228,16,"CP"
"9D","NR","Pleiocarpidia sandakanica","RUBIACEAE","Pleiocarpidia","sandakanica",117,10,"CP"
"9D","NR","Aglaia silvestris","MELIACEAE","Aglaia","silvestris",120,12.4,"CP"
"9D","NR","Diospyros andamanica","EBENACEAE","Diospyros","andamanica",208,13.2,"CP"
"9D","NR","Diospyros andamanica","EBENACEAE","Diospyros","andamanica",193,14.1,"CP"
"9D","NR","Xanthophyllum unknown mixed","POLYGALACEAE","Xanthophyllum","unknown mixed",144,11.4,"CP"
"9D","NR","Unknown unknown mixed","LAURACEAE","Unknown","unknown mixed",226,15.6,"CP"
"9D","NR","Canarium denticulatum","BURSERACEAE","Canarium","denticulatum",360,25.7,"CP"
"9D","NR","Orophea corymbosa","ANNONACEAE","Orophea","corymbosa",142,17.4,"CP"
"9D","NR","Memecylon costatum","MEMECYLACEAE","Memecylon","costatum",137,12.5,"CP"
"9D","NR","Knema laurina","MYRISTICACEAE","Knema","laurina",166,19.7,"CP"
"9D","NR","Orophea myriantha","ANNONACEAE","Orophea","myriantha",185,11,"CP"
"9D","NR","Lepisanthes unknown mixed","SAPINDACEAE","Lepisanthes","unknown mixed",770,36.8,"CP"
"9D","NR","Aporusa illustris","PHYLLANTHACEAE","Aporusa","illustris",177,10.5,"CP"
"9D","NR","Eusideroxylon zwageri","LAURACEAE","Eusideroxylon","zwageri",552,24.9,"CP"
"9D","NR","Unknown unknown mixed","LIANA","Unknown","unknown mixed",130,24.9,"CP"
"9D","NR","Taulama unknown mixed","MAGNOLIACEAE","Taulama","unknown mixed",203,25.1,"CP"
"9D","NR","Unknown unknown mixed","LIANA","Unknown","unknown mixed",122,24.9,"CP"
"9D","NR","Diospyros macrophylla","EBENACEAE","Diospyros","macrophylla",256,15.6,"CP"
"9D","NR","Lophopetalum beccarianum","CELASTRACEAE","Lophopetalum","beccarianum",131,14.2,"CP"
"9D","NR","Shorea unknown mixed","DIPTEROCARPACEAE","Shorea","unknown mixed",109,14.7,"CP"
"9D","NR","Unknown unknown mixed","MELIACEAE","Unknown","unknown mixed",172,15.6,"CP"
"9D","NR","Microcos latistipulata","MALVACEAE","Microcos","latistipulata",166,16.5,"CP"
"9D","NR","Fordia brachybotrys","FABACEAE","Fordia","brachybotrys",113,9.9,"CP"
"9D","NR","Teijsmanniodendron unknown mixed","LAMIACEAE","Teijsmanniodendron","unknown mixed",141,12.8,"CP"
"9D","NR","Unknown unknown mixed","FABACEAE","Unknown","unknown mixed",146,6.5,"CP"
"9D","NR","Unknown unknown mixed","MELIACEAE","Unknown","unknown mixed",167,19.7,"CP"
"9D","NR","Syzygium unknown mixed","MYRTACEAE","Syzygium","unknown mixed",173,11.2,"CP"
"9D","NR","Unknown unknown mixed","MELIACEAE","Unknown","unknown mixed",114,9.7,"CP"
"9D","NR","Koompassia excelsa","FABACEAE","Koompassia","excelsa",1612,80.6,"CP"
"9D","NR","Shorea johorensis","DIPTEROCARPACEAE","Shorea","johorensis",896,60.9,"CP"
"9D","NR","Vitex pinnata","LAMIACEAE","Vitex","pinnata",123,13.1,"CP"
"9D","NR","Diospyros macrophylla","EBENACEAE","Diospyros","macrophylla",357,19.5,"CP"
"9D","NR","Dillenia excelsa","DILLENIACEAE","Dillenia","excelsa",120,10.6,"CP"
"9D","NR","Baccaurea tetrandra","PHYLLANTHACEAE","Baccaurea","tetrandra",114,12.6,"CP"
"9D","NR","Diospyros macrophylla","EBENACEAE","Diospyros","macrophylla",127,10.9,"CP"
"9D","NR","Baccaurea tetrandra","PHYLLANTHACEAE","Baccaurea","tetrandra",120,8,"CP"
"9D","NR","Dimocarpus dentatus","SAPINDACEAE","Dimocarpus","dentatus",203,10.4,"CP"
"9D","NR","Shorea leprosula","DIPTEROCARPACEAE","Shorea","leprosula",633,52.6,"CP"
"9D","NR","Unknown unknown mixed","MELIACEAE","Unknown","unknown mixed",160,16.6,"CP"
"9D","NR","Unknown unknown mixed","MELIACEAE","Unknown","unknown mixed",118,17.1,"CP"
"9D","NR","Unknown unknown mixed","RUBIACEAE","Unknown","unknown mixed",797,48.6,"CP"
"9D","NR","Unknown unknown mixed","MELIACEAE","Unknown","unknown mixed",157,25.2,"CP"
"9D","NR","Payena unknown mixed","SAPOTACEAE","Payena","unknown mixed",142,13.7,"CP"
"9D","NR","Payena unknown mixed","SAPOTACEAE","Payena","unknown mixed",202,25.5,"CP"
"9D","NR","Diospyros andamanica","EBENACEAE","Diospyros","andamanica",250,25.3,"CP"
"9D","NR","Diospyros andamanica","EBENACEAE","Diospyros","andamanica",118,12.4,"CP"
"9D","NR","Fordia brachybotrys","FABACEAE","Fordia","brachybotrys",113,15.7,"CP"
"9D","NR","Dillenia excelsa","DILLENIACEAE","Dillenia","excelsa",211,14.6,"CP"
"9D","NR","Unknown unknown mixed","MELIACEAE","Unknown","unknown mixed",331,16.8,"CP"
"9D","NR","Canarium denticulatum","BURSERACEAE","Canarium","denticulatum",133,21,"CP"
"9D","NR","Orophea myriantha","ANNONACEAE","Orophea","myriantha",156,16.4,"CP"
"9D","NR","Diospyros macrophylla","EBENACEAE","Diospyros","macrophylla",338,23.5,"CP"
"9D","NR","Paranephelium xestophyllum","SAPINDACEAE","Paranephelium","xestophyllum",180,16,"CP"
"9D","NR","Paranephelium xestophyllum","SAPINDACEAE","Paranephelium","xestophyllum",127,14.5,"CP"
"9D","NR","Paranephelium xestophyllum","SAPINDACEAE","Paranephelium","xestophyllum",109,3.6,"CP"
"9D","NR","Ryparosa acuminata","ACHARIACEAE","Ryparosa","acuminata",141,8.2,"CP"
"9D","NR","Chionanthus pluriflorus","OLEACEAE","Chionanthus","pluriflorus",303,15.4,"CP"
"9D","NR","Dillenia excelsa","DILLENIACEAE","Dillenia","excelsa",140,12.5,"CP"
"9D","NR","Paranephelium xestophyllum","SAPINDACEAE","Paranephelium","xestophyllum",137,7.2,"CP"
"9D","NR","Paranephelium xestophyllum","SAPINDACEAE","Paranephelium","xestophyllum",135,15.4,"CP"
"9D","NR","Ptychopyxis arborea","EUPHORBIACEAE","Ptychopyxis","arborea",151,17.7,"CP"
"9D","NR","Calophyllum blancoi","CALOPHYLLACEAE","Calophyllum","blancoi",145,16.9,"CP"
"10D","AR","Neolamarckia cadamba","RUBIACEAE","Neolamarckia","cadamba",683,34.8,"CP"
"10D","AR","Ochanostachys amentacea","OLACACEAE","Ochanostachys","amentacea",330,24.1,"CP"
"10D","AR","Hubera rumphii","ANNONACEAE","Hubera","rumphii",119,18.1,"CP"
"10D","AR","Unknown unknown mixed","MELIACEAE","Unknown","unknown mixed",130,17.9,"CP"
"10D","AR","Dehaasia unknown mixed","LAURACEAE","Dehaasia","unknown mixed",165,19.4,"CP"
"10D","AR","Neolamarckia cadamba","RUBIACEAE","Neolamarckia","cadamba",562,44.7,"CP"
"10D","AR","Neolamarckia cadamba","RUBIACEAE","Neolamarckia","cadamba",297,25.3,"CP"
"10D","AR","Neolamarckia cadamba","RUBIACEAE","Neolamarckia","cadamba",598,50.5,"CP"
"10D","AR","Nephelium maingayi","SAPINDACEAE","Nephelium","maingayi",493,24.8,"CP"
"10D","AR","Unknown unknown mixed","MELIACEAE","Unknown","unknown mixed",138,19.2,"CP"
"10D","AR","Xylopia ferruginea","ANNONACEAE","Xylopia","ferruginea",131,10.7,"CP"
"10D","AR","Glochidion rubrum","PHYLLANTHACEAE","Glochidion","rubrum",151,18,"CP"
"10D","AR","Macaranga hypoleuca","EUPHORBIACEAE","Macaranga","hypoleuca",445,33.8,"CP"
"10D","AR","Lithocarpus unknown mixed","FAGACEAE","Lithocarpus","unknown mixed",378,40.6,"CP"
"10D","AR","Shorea johorensis","DIPTEROCARPACEAE","Shorea","johorensis",673,35.4,"CP"
"10D","AR","Cleistanthus hirsutulus","PHYLLANTHACEAE","Cleistanthus","hirsutulus",106,7.3,"CP"
"10D","AR","Shorea johorensis","DIPTEROCARPACEAE","Shorea","johorensis",448,40.8,"CP"
"10D","AR","Dehaasia caesia","LAURACEAE","Dehaasia","caesia",164,21.6,"CP"
"10D","AR","Macaranga pearsonii","EUPHORBIACEAE","Macaranga","pearsonii",706,27.9,"CP"
"10D","AR","Macaranga pearsonii","EUPHORBIACEAE","Macaranga","pearsonii",645,27.8,"CP"
"10D","AR","Lithocarpus unknown mixed","FAGACEAE","Lithocarpus","unknown mixed",221,32.6,"CP"
"10D","AR","Callicarpa pentandra","LAMIACEAE","Callicarpa","pentandra",122,11.6,"CP"
"10D","AR","Diospyros macrophylla","EBENACEAE","Diospyros","macrophylla",173,30,"CP"
"10D","AR","Glochidion lanceisepalum","PHYLLANTHACEAE","Glochidion","lanceisepalum",108,13.6,"CP"
"10D","AR","Dysoxylum cyrtobotryum","MELIACEAE","Dysoxylum","cyrtobotryum",293,33.8,"CP"
"10D","AR","Castanopsis hypophoenicea","FAGACEAE","Castanopsis","hypophoenicea",540,38.9,"CP"
"10D","AR","Pentace laxiflora","MALVACEAE","Pentace","laxiflora",440,33.9,"CP"
"10D","AR","Lithocarpus unknown mixed","FAGACEAE","Lithocarpus","unknown mixed",150,18.6,"CP"
"10D","AR","Mallotus wrayi","EUPHORBIACEAE","Mallotus","wrayi",112,15.2,"CP"
"10D","AR","Lithocarpus unknown mixed","FAGACEAE","Lithocarpus","unknown mixed",207,20.1,"CP"
"10D","AR","Hopea nervosa","DIPTEROCARPACEAE","Hopea","nervosa",119,15.2,"CP"
"10D","AR","Canarium denticulatum","BURSERACEAE","Canarium","denticulatum",143,13.2,"CP"
"10D","AR","Alangium javanicum","ALANGIACEAE","Alangium","javanicum",239,19.8,"CP"
"10D","AR","Maschalocarybus corymbosus","RUBIACEAE","Maschalocarybus","corymbosus",138,6.5,"CP"
"10D","AR","Hopea nervosa","DIPTEROCARPACEAE","Hopea","nervosa",160,14.8,"CP"
"10D","AR","Nephelium ramboutan-ake","SAPINDACEAE","Nephelium","ramboutan-ake",272,19.9,"CP"
"10D","AR","Madhuca korthalsii","SAPOTACEAE","Madhuca","korthalsii",198,20.8,"CP"
"10D","AR","Hopea nervosa","DIPTEROCARPACEAE","Hopea","nervosa",137,20,"CP"
"10D","AR","Knema latericia","MYRISTICACEAE","Knema","latericia",112,16.9,"CP"
"10D","AR","Hopea nervosa","DIPTEROCARPACEAE","Hopea","nervosa",145,15.1,"CP"
"10D","AR","Dipterocarpus caudiferus","DIPTEROCARPACEAE","Dipterocarpus","caudiferus",165,17,"CP"
"10D","AR","Shorea parvifolia","DIPTEROCARPACEAE","Shorea","parvifolia",623,35.2,"CP"
"10D","AR","Symplocos fasciculata","SYMPLOCACEAE","Symplocos","fasciculata",116,15,"CP"
"10D","AR","Mallotus species 1","EUPHORBIACEAE","Mallotus","species 1",213,21.6,"CP"
"10D","AR","Lithocarpus unknown mixed","FAGACEAE","Lithocarpus","unknown mixed",126,18.2,"CP"
"10D","AR","Mangifera foetida","ANACARDIACEAE","Mangifera","foetida",210,19,"CP"
"10D","AR","Shorea johorensis","DIPTEROCARPACEAE","Shorea","johorensis",712,44.7,"CP"
"10D","AR","Pentace laxiflora","MALVACEAE","Pentace","laxiflora",487,40.8,"CP"
"10D","AR","Shorea johorensis","DIPTEROCARPACEAE","Shorea","johorensis",648,39.5,"CP"
"10D","AR","Hopea nervosa","DIPTEROCARPACEAE","Hopea","nervosa",150,29.2,"CP"
"10D","AR","Shorea parvifolia","DIPTEROCARPACEAE","Shorea","parvifolia",177,24.8,"CP"
"10D","AR","Hopea nervosa","DIPTEROCARPACEAE","Hopea","nervosa",215,25.5,"CP"
"10D","AR","Hopea nervosa","DIPTEROCARPACEAE","Hopea","nervosa",158,18.8,"CP"
"10D","AR","Madhuca korthalsii","SAPOTACEAE","Madhuca","korthalsii",244,27.8,"CP"
"10D","AR","Aporusa grandistipula","PHYLLANTHACEAE","Aporusa","grandistipula",133,19.5,"CP"
"10D","AR","Nephelium ramboutan-ake","SAPINDACEAE","Nephelium","ramboutan-ake",398,23.8,"CP"
"10D","AR","Shorea johorensis","DIPTEROCARPACEAE","Shorea","johorensis",399,39,"CP"
"10D","AR","Aglaia unknown mixed","MELIACEAE","Aglaia","unknown mixed",184,20.3,"CP"
"10D","AR","Chisocheton pentandrus","MELIACEAE","Chisocheton","pentandrus",302,21.8,"CP"
"10D","AR","Litsea garciae","LAURACEAE","Litsea","garciae",673,39.2,"CP"
"10D","AR","Syzygium unknown mixed","MYRTACEAE","Syzygium","unknown mixed",310,37.7,"CP"
"10D","AR","Mallotus korthalsii","EUPHORBIACEAE","Mallotus","korthalsii",150,20.3,"CP"
"10D","AR","Dryobalanops lanceolata","DIPTEROCARPACEAE","Dryobalanops","lanceolata",415,36.5,"CP"
"10D","AR","Canarium denticulatum","BURSERACEAE","Canarium","denticulatum",101,22.7,"CP"
"10D","AR","Dryobalanops lanceolata","DIPTEROCARPACEAE","Dryobalanops","lanceolata",272,40.4,"CP"
"10D","AR","Mallotus wrayi","EUPHORBIACEAE","Mallotus","wrayi",108,16.9,"CP"
"10D","AR","Cryptocarya erectinervia","LAURACEAE","Cryptocarya","erectinervia",248,28.3,"CP"
"10D","AR","Shorea unknown mixed","DIPTEROCARPACEAE","Shorea","unknown mixed",111,15.3,"CP"
"10D","AR","Mallotus penangensis","EUPHORBIACEAE","Mallotus","penangensis",168,26,"CP"
"10D","AR","Syzygium unknown mixed","MYRTACEAE","Syzygium","unknown mixed",178,22.5,"CP"
"10D","AR","Baccaurea tetrandra","PHYLLANTHACEAE","Baccaurea","tetrandra",172,15.8,"CP"
"10D","AR","Lithocarpus unknown mixed","FAGACEAE","Lithocarpus","unknown mixed",600,38.9,"CP"
"10D","AR","Mallotus korthalsii","EUPHORBIACEAE","Mallotus","korthalsii",263,18.4,"CP"
"10D","AR","Aglaia silvestris","MELIACEAE","Aglaia","silvestris",108,13.5,"CP"
"10D","AR","Pentace laxiflora","MALVACEAE","Pentace","laxiflora",232,28.1,"CP"
"10D","AR","Alangium javanicum","ALANGIACEAE","Alangium","javanicum",127,17.2,"CP"
"10D","AR","Koilodepas longifolium","EUPHORBIACEAE","Koilodepas","longifolium",107,5.2,"CP"
"10D","AR","Dryobalanops lanceolata","DIPTEROCARPACEAE","Dryobalanops","lanceolata",123,19.6,"CP"
"10D","AR","Knema laurina","MYRISTICACEAE","Knema","laurina",123,16.1,"CP"
"10D","AR","Shorea johorensis","DIPTEROCARPACEAE","Shorea","johorensis",740,40,"CP"
"10D","AR","Mallotus wrayi","EUPHORBIACEAE","Mallotus","wrayi",109,11.4,"CP"
"10D","AR","Shorea parvifolia","DIPTEROCARPACEAE","Shorea","parvifolia",450,36.9,"CP"
"10D","AR","Diospyros unknown mixed","EBENACEAE","Diospyros","unknown mixed",114,19,"CP"
"10D","AR","Palaquium beccarianum","SAPOTACEAE","Palaquium","beccarianum",131,15.9,"CP"
"10D","AR","Shorea johorensis","DIPTEROCARPACEAE","Shorea","johorensis",439,47.7,"CP"
"10D","AR","Shorea johorensis","DIPTEROCARPACEAE","Shorea","johorensis",388,33.3,"CP"
"10D","AR","Ficus unknown mixed","MORACEAE","Ficus","unknown mixed",152,16,"CP"
"10D","AR","Hydnocarpus borneensis","ACHARIACEAE","Hydnocarpus","borneensis",104,13.8,"CP"
"10D","AR","Ochanostachys amentacea","OLACACEAE","Ochanostachys","amentacea",440,40.6,"CP"
"10D","AR","Syzygium unknown mixed","MYRTACEAE","Syzygium","unknown mixed",377,33.8,"CP"
"10D","AR","Aglaia silvestris","MELIACEAE","Aglaia","silvestris",122,20.8,"CP"
"10D","AR","Dryobalanops lanceolata","DIPTEROCARPACEAE","Dryobalanops","lanceolata",101,17.1,"CP"
"10D","AR","Mallotus korthalsii","EUPHORBIACEAE","Mallotus","korthalsii",141,17.5,"CP"
"10D","AR","Baccaurea tetrandra","PHYLLANTHACEAE","Baccaurea","tetrandra",216,21,"CP"
"10D","AR","Cryptocarya unknown mixed","LAURACEAE","Cryptocarya","unknown mixed",305,26.4,"CP"
"10D","AR","Mallotus wrayi","EUPHORBIACEAE","Mallotus","wrayi",128,10.6,"CP"
"10D","AR","Crudia unknown mixed","FABACEAE","Crudia","unknown mixed",156,20.4,"CP"
"10D","AR","Koilodepas longifolium","EUPHORBIACEAE","Koilodepas","longifolium",123,14.1,"CP"
"10D","AR","Lophopetalum javanicum","CELASTRACEAE","Lophopetalum","javanicum",412,37.9,"CP"
"10D","AR","Dryobalanops lanceolata","DIPTEROCARPACEAE","Dryobalanops","lanceolata",726,48.9,"CP"
"10D","AR","Dysoxylum unknown mixed","MELIACEAE","Dysoxylum","unknown mixed",130,21.3,"CP"
"10D","AR","Hopea nervosa","DIPTEROCARPACEAE","Hopea","nervosa",123,20.9,"CP"
"10D","AR","Shorea parvifolia","DIPTEROCARPACEAE","Shorea","parvifolia",298,28.8,"CP"
"10D","AR","Mallotus korthalsii","EUPHORBIACEAE","Mallotus","korthalsii",149,17.8,"CP"
"10D","AR","Aglaia unknown mixed","MELIACEAE","Aglaia","unknown mixed",327,24.5,"CP"
"10D","AR","Mallotus penangensis","EUPHORBIACEAE","Mallotus","penangensis",123,19.3,"CP"
"10D","AR","Nephelium ramboutan-ake","SAPINDACEAE","Nephelium","ramboutan-ake",200,28.2,"CP"
"10D","AR","Pometia pinnata","SAPINDACEAE","Pometia","pinnata",225,24.8,"CP"
"10D","AR","Pometia pinnata","SAPINDACEAE","Pometia","pinnata",144,13.1,"CP"
"10D","AR","Aglaia silvestris","MELIACEAE","Aglaia","silvestris",133,17.6,"CP"
"10D","AR","Parkia unknown mixed","FABACEAE","Parkia","unknown mixed",419,29.1,"CP"
"10D","AR","Dryobalanops lanceolata","DIPTEROCARPACEAE","Dryobalanops","lanceolata",133,17.4,"CP"
"10D","AR","Fordia brachybotrys","FABACEAE","Fordia","brachybotrys",106,9,"CP"
"10D","AR","Pleiocarpidia sandakanica","RUBIACEAE","Pleiocarpidia","sandakanica",164,19,"CP"
"11D","NR","Aporusa falcifera","PHYLLANTHACEAE","Aporusa","falcifera",116,11.2,"CP"
"11D","NR","Pentace laxiflora","MALVACEAE","Pentace","laxiflora",255,20.6,"CP"
"11D","NR","Nephelium ramboutan-ake","SAPINDACEAE","Nephelium","ramboutan-ake",233,15.2,"CP"
"11D","NR","Shorea johorensis","DIPTEROCARPACEAE","Shorea","johorensis",935,60.9,"CP"
"11D","NR","Baccaurea unknown mixed","PHYLLANTHACEAE","Baccaurea","unknown mixed",159,17,"CP"
"11D","NR","Shorea johorensis","DIPTEROCARPACEAE","Shorea","johorensis",1770,65.5,"CP"
"11D","NR","Chisocheton unknown mixed","MELIACEAE","Chisocheton","unknown mixed",108,10.1,"CP"
"11D","NR","Lithocarpus unknown mixed","FAGACEAE","Lithocarpus","unknown mixed",260,17.2,"CP"
"11D","NR","Aporusa illustris","PHYLLANTHACEAE","Aporusa","illustris",184,17.8,"CP"
"11D","NR","Parashorea malaanonan","DIPTEROCARPACEAE","Parashorea","malaanonan",156,15.8,"CP"
"11D","NR","Canarium denticulatum","BURSERACEAE","Canarium","denticulatum",105,16.5,"CP"
"11D","NR","Knema elmeri","MYRISTICACEAE","Knema","elmeri",242,17.2,"CP"
"11D","NR","Shorea johorensis","DIPTEROCARPACEAE","Shorea","johorensis",1708,79.5,"CP"
"11D","NR","Unknown unknown mixed","LIANA","Unknown","unknown mixed",176,79.5,"CP"
"11D","NR","Aporusa falcifera","PHYLLANTHACEAE","Aporusa","falcifera",135,18.6,"CP"
"11D","NR","Aporusa falcifera","PHYLLANTHACEAE","Aporusa","falcifera",169,17.3,"CP"
"11D","NR","Aporusa falcifera","PHYLLANTHACEAE","Aporusa","falcifera",174,16.1,"CP"
"11D","NR","Palaquium beccarianum","SAPOTACEAE","Palaquium","beccarianum",448,24.7,"CP"
"11D","NR","Ziziphus angustifolius","RHAMNACEAE","Ziziphus","angustifolius",148,16.7,"CP"
"11D","NR","Knema latericia","MYRISTICACEAE","Knema","latericia",124,12,"CP"
"11D","NR","Diospyros unknown mixed","EBENACEAE","Diospyros","unknown mixed",206,18,"CP"
"11D","NR","Aporusa falcifera","PHYLLANTHACEAE","Aporusa","falcifera",172,17.5,"CP"
"11D","NR","Aporusa falcifera","PHYLLANTHACEAE","Aporusa","falcifera",192,14.1,"CP"
"11D","NR","Microcos fibrocarpa","MALVACEAE","Microcos","fibrocarpa",117,8.4,"CP"
"11D","NR","Aporusa falcifera","PHYLLANTHACEAE","Aporusa","falcifera",127,11.3,"CP"
"11D","NR","Lansium domesticum","MELIACEAE","Lansium","domesticum",104,13.8,"CP"
"11D","NR","Walsura pinnata","MELIACEAE","Walsura","pinnata",211,18.5,"CP"
"11D","NR","Maasia sumatrana","ANNONACEAE","Maasia","sumatrana",161,16.2,"CP"
"11D","NR","Shorea johorensis","DIPTEROCARPACEAE","Shorea","johorensis",1092,44,"CP"
"11D","NR","Fordia splendidissima","FABACEAE","Fordia","splendidissima",145,7.9,"CP"
"11D","NR","Ochanostachys amentacea","OLACACEAE","Ochanostachys","amentacea",290,21.3,"CP"
"11D","NR","Eusideroxylon zwageri","LAURACEAE","Eusideroxylon","zwageri",1077,44.4,"CP"
"11D","NR","Aglaia silvestris","MELIACEAE","Aglaia","silvestris",431,18.5,"CP"
"11D","NR","Chisocheton sarawakensis","MELIACEAE","Chisocheton","sarawakensis",114,13.6,"CP"
"11D","NR","Unknown unknown mixed","MELIACEAE","Unknown","unknown mixed",173,8.6,"CP"
"11D","NR","Maasia sumatrana","ANNONACEAE","Maasia","sumatrana",174,15.7,"CP"
"11D","NR","Shorea parvifolia","DIPTEROCARPACEAE","Shorea","parvifolia",736,46.7,"CP"
"11D","NR","Shorea johorensis","DIPTEROCARPACEAE","Shorea","johorensis",622,25.5,"CP"
"11D","NR","Aporusa falcifera","PHYLLANTHACEAE","Aporusa","falcifera",119,15.9,"CP"
"11D","NR","Pentace laxiflora","MALVACEAE","Pentace","laxiflora",294,19.2,"CP"
"11D","NR","Meiogyne virgata","ANNONACEAE","Meiogyne","virgata",246,24.3,"CP"
"11D","NR","Garcinia forbesii","CLUSIACEAE","Garcinia","forbesii",191,17.7,"CP"
"11D","NR","Nephelium ramboutan-ake","SAPINDACEAE","Nephelium","ramboutan-ake",202,17.3,"CP"
"11D","NR","Dillenia excelsa","DILLENIACEAE","Dillenia","excelsa",122,11.3,"CP"
"11D","NR","Lithocarpus gracilis","FAGACEAE","Lithocarpus","gracilis",320,27.3,"CP"
"11D","NR","Maasia sumatrana","ANNONACEAE","Maasia","sumatrana",145,13.9,"CP"
"11D","NR","Pentace laxiflora","MALVACEAE","Pentace","laxiflora",183,13.6,"CP"
"11D","NR","Madhuca kingiana","SAPOTACEAE","Madhuca","kingiana",168,15.9,"CP"
"11D","NR","Canarium denticulatum","BURSERACEAE","Canarium","denticulatum",133,16.5,"CP"
"11D","NR","Ryparosa acuminata","ACHARIACEAE","Ryparosa","acuminata",155,12.5,"CP"
"11D","NR","Shorea johorensis","DIPTEROCARPACEAE","Shorea","johorensis",925,40.1,"CP"
"11D","NR","Nephelium ramboutan-ake","SAPINDACEAE","Nephelium","ramboutan-ake",268,22.5,"CP"
"11D","NR","Maasia sumatrana","ANNONACEAE","Maasia","sumatrana",218,17.6,"CP"
"11D","NR","Nothaphoebe umbelliflora","LAURACEAE","Nothaphoebe","umbelliflora",232,19.5,"CP"
"11D","NR","Durio graveolens","MALVACEAE","Durio","graveolens",775,45.6,"CP"
"11D","NR","Unknown unknown mixed","MELIACEAE","Unknown","unknown mixed",167,18.7,"CP"
"11D","NR","Unknown unknown mixed","MELIACEAE","Unknown","unknown mixed",179,17.8,"CP"
"11D","NR","Diospyros macrophylla","EBENACEAE","Diospyros","macrophylla",416,31.6,"CP"
"11D","NR","Unknown unknown mixed","MELIACEAE","Unknown","unknown mixed",164,18.2,"CP"
"11D","NR","Memecylon paniculatum","MEMECYLACEAE","Memecylon","paniculatum",118,20.9,"CP"
"11D","NR","Walsura pinnata","MELIACEAE","Walsura","pinnata",175,17.8,"CP"
"11D","NR","Unknown unknown mixed","LIANA","Unknown","unknown mixed",248,36.9,"CP"
"11D","NR","Unknown unknown mixed","MELIACEAE","Unknown","unknown mixed",438,36.9,"CP"
"11D","NR","Knema elmeri","MYRISTICACEAE","Knema","elmeri",153,15.2,"CP"
"11D","NR","Aporusa falcifera","PHYLLANTHACEAE","Aporusa","falcifera",116,9.9,"CP"
"11D","NR","Beilschmiedia cuadrae","LAURACEAE","Beilschmiedia","cuadrae",190,16.3,"CP"
"11D","NR","Ryparosa acuminata","ACHARIACEAE","Ryparosa","acuminata",140,10.4,"CP"
